Pattern Code,Series Prefix,Suffix,Suffix Meaning,Sample Book Page,Swatch File,Width px,Height px,Source,Solid Fill Hex
PW-2324MT,PW,MT,Matte Series,56,swatches/PW-2324MT.jpeg,350,239,embedded,
PW-2325MT,PW,MT,Matte Series,55,swatches/PW-2325MT.jpeg,350,239,embedded,
PW-2326MT,PW,MT,Matte Series,55,swatches/PW-2326MT.jpeg,350,239,embedded,
PW-2327MT,PW,MT,Matte Series,55,swatches/PW-2327MT.jpeg,350,239,embedded,
PW-2328MT,PW,MT,Matte Series,56,swatches/PW-2328MT.jpeg,350,239,embedded,
PWF-500,PWF,,,13,swatches/PWF-500.png,96,54,embedded,
RT-1111,RT,,,26,swatches/RT-1111.jpeg,169,102,embedded,
RT-1112,RT,,,24,swatches/RT-1112.jpeg,167,102,embedded,
RT-1827,RT,,,26,swatches/RT-1827.jpx,169,102,embedded,
RT-1827DG,RT,DG,Tiled Design (DG),14,swatches/RT-1827DG.jpx,279,180,embedded,
SE-010AR,SE,AR,Abrasion Resistant,8,swatches/SE-010AR.png,262,185,rendered,#221815
SE-567AR,SE,AR,Abrasion Resistant,8,swatches/SE-567AR.jpeg,90,62,embedded,
SE-568AR,SE,AR,Abrasion Resistant,8,swatches/SE-568AR.jpeg,90,62,embedded,
SI-1686,SI,,,49,swatches/SI-1686.jpeg,133,212,embedded,
SI-1688,SI,,,50,swatches/SI-1688.jpeg,133,90,embedded,
ST-024TIL,ST,TIL,Tiled Design,12,swatches/ST-024TIL.jpeg,133,212,embedded,
ST-442EX,ST,EX,Exterior,10,swatches/ST-442EX.jpeg,193,149,embedded,
ST-736AR,ST,AR,Abrasion Resistant,8,swatches/ST-736AR.jpeg,90,62,embedded,
ST-736EX,ST,EX,Exterior,10,swatches/ST-736EX.jpeg,90,62,embedded,
ST-736TIL,ST,TIL,Tiled Design,12,swatches/ST-736TIL.jpeg,133,90,embedded,
ST-737TIL,ST,TIL,Tiled Design,12,swatches/ST-737TIL.jpeg,133,90,embedded,
ST-1195TIL,ST,TIL,Tiled Design,12,swatches/ST-1195TIL.jpeg,133,90,embedded,
ST-1586,ST,,,34,swatches/ST-1586.jpeg,169,102,embedded,
ST-1587,ST,,,34,swatches/ST-1587.jpeg,169,102,embedded,
ST-1587DG,ST,DG,Tiled Design (DG),14,swatches/ST-1587DG.jpeg,279,180,embedded,
ST-1588,ST,,,34,swatches/ST-1588.jpeg,169,102,embedded,
ST-1828,ST,,,36,swatches/ST-1828.jpeg,169,102,embedded,
ST-1829,ST,,,36,swatches/ST-1829.jpeg,169,102,embedded,
ST-1831,ST,,,34,swatches/ST-1831.jpeg,169,102,embedded,
ST-1831DG,ST,DG,Tiled Design (DG),14,swatches/ST-1831DG.jpeg,279,180,embedded,
ST-1831TIL,ST,TIL,Tiled Design,12,swatches/ST-1831TIL.jpeg,133,90,embedded,
ST-1911MT,ST,MT,Matte Series,36,swatches/ST-1911MT.jpx,169,102,embedded,
ST-1914AR,ST,AR,Abrasion Resistant,8,swatches/ST-1914AR.jpeg,192,149,embedded,
ST-1914MT,ST,MT,Matte Series,34,swatches/ST-1914MT.jpeg,169,102,embedded,
ST-1914TIL,ST,TIL,Tiled Design,12,swatches/ST-1914TIL.jpeg,132,89,embedded,
ST-1915MT,ST,MT,Matte Series,36,swatches/ST-1915MT.jpeg,169,240,embedded,
ST-1918MT,ST,MT,Matte Series,36,swatches/ST-1918MT.jpeg,169,102,embedded,
ST-1919AR,ST,AR,Abrasion Resistant,8,swatches/ST-1919AR.jpeg,192,149,embedded,
ST-1919MT,ST,MT,Matte Series,36,swatches/ST-1919MT.jpeg,169,102,embedded,
ST-1920MT,ST,MT,Matte Series,34,swatches/ST-1920MT.jpeg,169,102,embedded,
ST-1920TIL,ST,TIL,Tiled Design,12,swatches/ST-1920TIL.jpeg,132,209,embedded,
ST-1927MT,ST,MT,Matte Series,34,swatches/ST-1927MT.jpeg,169,240,embedded,
ST-2170MT,ST,MT,Matte Series,36,swatches/ST-2170MT.jpeg,169,239,embedded,
ST-2171AR,ST,AR,Abrasion Resistant,8,swatches/ST-2171AR.jpeg,192,149,embedded,
ST-2171MT,ST,MT,Matte Series,35,swatches/ST-2171MT.jpeg,196,239,embedded,
ST-2171TIL,ST,TIL,Tiled Design,12,swatches/ST-2171TIL.jpeg,132,209,embedded,
ST-2530MT,ST,MT,Matte Series,33,swatches/ST-2530MT.jpeg,196,239,embedded,
ST-2531MT,ST,MT,Matte Series,33,swatches/ST-2531MT.jpeg,196,239,embedded,
ST-2532MT,ST,MT,Matte Series,34,swatches/ST-2532MT.jpeg,169,239,embedded,
ST-2533MT,ST,MT,Matte Series,34,swatches/ST-2533MT.jpeg,169,239,embedded,
ST-2534MT,ST,MT,Matte Series,34,swatches/ST-2534MT.jpeg,169,239,embedded,
ST-2535MT,ST,MT,Matte Series,33,swatches/ST-2535MT.jpeg,196,239,embedded,
ST-2536MT,ST,MT,Matte Series,34,swatches/ST-2536MT.jpeg,169,240,embedded,
ST-2537MT,ST,MT,Matte Series,34,swatches/ST-2537MT.jpeg,169,239,embedded,
ST-2538MT,ST,MT,Matte Series,33,swatches/ST-2538MT.jpeg,196,239,embedded,
ST-2539,ST,,,35,swatches/ST-2539.jpeg,196,239,embedded,
ST-2540MT,ST,MT,Matte Series,36,swatches/ST-2540MT.jpeg,350,239,embedded,
ST-2541MT,ST,MT,Matte Series,35,swatches/ST-2541MT.jpeg,196,239,embedded,
ST-2542MT,ST,MT,Matte Series,35,swatches/ST-2542MT.jpeg,196,239,embedded,
SU-2231MT,SU,MT,Matte Series,48,swatches/SU-2231MT.jpeg,134,90,embedded,
SU-2232MT,SU,MT,Matte Series,48,swatches/SU-2232MT.jpeg,425,336,embedded,
SU-2233MT,SU,MT,Matte Series,48,swatches/SU-2233MT.jpeg,279,212,embedded,
SU-2234MT,SU,MT,Matte Series,48,swatches/SU-2234MT.jpeg,279,212,embedded,
SU-2235MT,SU,MT,Matte Series,48,swatches/SU-2235MT.jpeg,134,212,embedded,
TE-1650,TE,,,52,swatches/TE-1650.jpeg,133,212,embedded,
TE-1713,TE,,,52,swatches/TE-1713.jpeg,133,90,embedded,
VM-305,VM,,,28,swatches/VM-305.jpeg,133,90,embedded,
VM-1487,VM,,,28,swatches/VM-1487.jpeg,134,90,embedded,
VM-1488,VM,,,28,swatches/VM-1488.jpeg,133,212,embedded,
VM-1489,VM,,,28,swatches/VM-1489.jpeg,133,212,embedded,
VM-1691,VM,,,28,swatches/VM-1691.jpeg,133,90,embedded,
VM-1692,VM,,,28,swatches/VM-1692.jpeg,133,90,embedded,
VM-1693,VM,,,28,swatches/VM-1693.jpeg,133,212,embedded,
VM-1694,VM,,,28,swatches/VM-1694.jpeg,133,212,embedded,
VM-1695,VM,,,28,swatches/VM-1695.jpeg,133,212,embedded,
VM-2035,VM,,,28,swatches/VM-2035.jpeg,134,90,embedded,
VM-2036,VM,,,28,swatches/VM-2036.jpeg,133,90,embedded,
VM-2037,VM,,,28,swatches/VM-2037.jpeg,133,90,embedded,
VM-2090,VM,,,28,swatches/VM-2090.jpeg,134,212,embedded,
VM-2360,VM,,,28,swatches/VM-2360.jpeg,279,212,embedded,
VM-2361,VM,,,28,swatches/VM-2361.jpeg,279,212,embedded,
VM-2362,VM,,,28,swatches/VM-2362.jpeg,133,212,embedded,
VM-2363,VM,,,28,swatches/VM-2363.jpeg,133,212,embedded,
VM-2364,VM,,,28,swatches/VM-2364.jpeg,279,212,embedded,
VM-2365,VM,,,28,swatches/VM-2365.jpeg,133,212,embedded,
VM-2366,VM,,,28,swatches/VM-2366.jpeg,133,212,embedded,
WG-156,WG,,,76,swatches/WG-156.jpeg,134,90,embedded,
WG-157,WG,,,75,swatches/WG-157.jpeg,133,90,embedded,
WG-166,WG,,,73,swatches/WG-166.jpeg,133,90,embedded,
WG-247,WG,,,73,swatches/WG-247.jpeg,133,212,embedded,
WG-250,WG,,,74,swatches/WG-250.jpx,133,90,embedded,
WG-256,WG,,,74,swatches/WG-256.jpeg,133,90,embedded,
WG-364,WG,,,75,swatches/WG-364.jpeg,133,90,embedded,
WG-364GN,WG,GN,,75,swatches/WG-364GN.jpeg,133,90,embedded,
WG-376,WG,,,73,swatches/WG-376.jpeg,133,90,embedded,
WG-417,WG,,,75,swatches/WG-417.jpeg,133,90,embedded,
WG-428,WG,,,76,swatches/WG-428.jpeg,133,90,embedded,
WG-453,WG,,,74,swatches/WG-453.jpeg,133,212,embedded,
WG-467,WG,,,73,swatches/WG-467.jpeg,133,90,embedded,
WG-629,WG,,,74,swatches/WG-629.jpeg,133,90,embedded,
WG-657,WG,,,73,swatches/WG-657.jpx,133,212,embedded,
WG-657EX,WG,EX,Exterior,10,swatches/WG-657EX.jpx,90,62,embedded,
WG-664,WG,,,76,swatches/WG-664.jpeg,133,90,embedded,
WG-693,WG,,,75,swatches/WG-693.jpeg,133,90,embedded,
WG-695,WG,,,76,swatches/WG-695.jpeg,133,90,embedded,
WG-695EX,WG,EX,Exterior,10,swatches/WG-695EX.jpeg,90,62,embedded,
WG-696,WG,,,76,swatches/WG-696.jpeg,133,212,embedded,
WG-697,WG,,,75,swatches/WG-697.jpeg,133,90,embedded,
WG-699,WG,,,74,swatches/WG-699.jpx,133,90,embedded,
WG-709,WG,,,74,swatches/WG-709.jpeg,133,90,embedded,
WG-763,WG,,,75,swatches/WG-763.jpeg,133,90,embedded,
WG-763GN,WG,GN,,75,swatches/WG-763GN.jpeg,425,336,embedded,
WG-831,WG,,,74,swatches/WG-831.jpeg,133,212,embedded,
WG-832,WG,,,74,swatches/WG-832.jpeg,133,90,embedded,
WG-833,WG,,,74,swatches/WG-833.jpeg,133,90,embedded,
WG-835,WG,,,74,swatches/WG-835.jpeg,133,90,embedded,
WG-836,WG,,,75,swatches/WG-836.jpx,133,90,embedded,
WG-837,WG,,,74,swatches/WG-837.jpeg,133,90,embedded,
WG-841,WG,,,75,swatches/WG-841.jpeg,133,90,embedded,
WG-845,WG,,,74,swatches/WG-845.jpeg,133,212,embedded,
WG-846,WG,,,74,swatches/WG-846.jpeg,133,212,embedded,
WG-854,WG,,,75,swatches/WG-854.jpeg,133,90,embedded,
WG-865,WG,,,75,swatches/WG-865.jpeg,133,90,embedded,
WG-877,WG,,,74,swatches/WG-877.jpeg,133,90,embedded,
WG-878,WG,,,74,swatches/WG-878.jpeg,133,212,embedded,
WG-879,WG,,,75,swatches/WG-879.jpx,133,90,embedded,
WG-943,WG,,,75,swatches/WG-943.jpeg,133,90,embedded,
WG-947,WG,,,76,swatches/WG-947.jpeg,133,90,embedded,
WG-960,WG,,,73,swatches/WG-960.jpeg,133,212,embedded,
WG-960EX,WG,EX,Exterior,10,swatches/WG-960EX.jpeg,90,62,embedded,
WG-964,WG,,,73,swatches/WG-964.jpeg,133,90,embedded,
WG-1044,WG,,,76,swatches/WG-1044.jpx,133,90,embedded,
WG-1044EX,WG,EX,Exterior,10,swatches/WG-1044EX.jpeg,90,62,embedded,
WG-1046,WG,,,73,swatches/WG-1046.jpeg,133,90,embedded,
WG-1050,WG,,,76,swatches/WG-1050.jpeg,133,90,embedded,
WG-1058,WG,,,74,swatches/WG-1058.jpx,134,90,embedded,
WG-1067,WG,,,73,swatches/WG-1067.jpx,133,90,embedded,
WG-1070,WG,,,76,swatches/WG-1070.jpeg,133,90,embedded,
WG-1140,WG,,,75,swatches/WG-1140.jpeg,133,90,embedded,
WG-1140EX,WG,EX,Exterior,10,swatches/WG-1140EX.jpeg,90,62,embedded,
WG-1140PO,WG,PO,E-Series PO Polyolefin,16,swatches/WG-1140PO.png,320,198,rendered,#FFFFFF
WG-1141,WG,,,73,swatches/WG-1141.jpeg,279,212,embedded,
WG-1142,WG,,,75,swatches/WG-1142.jpeg,133,90,embedded,
WG-1143,WG,,,73,swatches/WG-1143.jpeg,133,212,embedded,
WG-1143EX,WG,EX,Exterior,10,swatches/WG-1143EX.jpeg,90,62,embedded,
WG-1144,WG,,,73,swatches/WG-1144.jpeg,133,212,embedded,
WG-1144EX,WG,EX,Exterior,10,swatches/WG-1144EX.jpeg,90,62,embedded,
WG-1146,WG,,,75,swatches/WG-1146.jpeg,133,90,embedded,
WG-1147,WG,,,75,swatches/WG-1147.jpeg,133,90,embedded,
WG-1196,WG,,,76,swatches/WG-1196.jpeg,133,90,embedded,
WG-1219,WG,,,74,swatches/WG-1219.jpeg,133,212,embedded,
WG-1220,WG,,,73,swatches/WG-1220.jpeg,133,90,embedded,
WG-1221,WG,,,74,swatches/WG-1221.jpeg,133,212,embedded,
WG-1336,WG,,,76,swatches/WG-1336.jpeg,133,90,embedded,
WG-1337,WG,,,73,swatches/WG-1337.jpeg,133,90,embedded,
WG-1339,WG,,,73,swatches/WG-1339.jpeg,133,90,embedded,
WG-1340,WG,,,73,swatches/WG-1340.jpeg,133,90,embedded,
WG-1342,WG,,,76,swatches/WG-1342.jpeg,133,90,embedded,
WG-1343,WG,,,73,swatches/WG-1343.jpeg,133,90,embedded,
WG-1344,WG,,,73,swatches/WG-1344.jpeg,133,90,embedded,
WG-1346,WG,,,74,swatches/WG-1346.jpeg,133,90,embedded,
WG-1348,WG,,,76,swatches/WG-1348.jpeg,133,90,embedded,
WG-1353,WG,,,76,swatches/WG-1353.jpeg,133,90,embedded,
WG-1358,WG,,,74,swatches/WG-1358.jpeg,133,90,embedded,
WG-1360,WG,,,74,swatches/WG-1360.jpeg,133,212,embedded,
WG-1364,WG,,,76,swatches/WG-1364.jpx,133,90,embedded,
WG-1365,WG,,,73,swatches/WG-1365.jpx,133,90,embedded,
WG-1368,WG,,,76,swatches/WG-1368.jpeg,133,90,embedded,
WG-1369,WG,,,76,swatches/WG-1369.jpeg,133,90,embedded,
WG-1370,WG,,,76,swatches/WG-1370.jpeg,133,90,embedded,
WG-1371,WG,,,76,swatches/WG-1371.jpeg,133,90,embedded,
WG-1373,WG,,,76,swatches/WG-1373.jpeg,133,90,embedded,
WG-1375,WG,,,75,swatches/WG-1375.jpeg,133,90,embedded,
WG-1703,WG,,,76,swatches/WG-1703.jpeg,133,90,embedded,
WG-1704,WG,,,76,swatches/WG-1704.jpeg,133,90,embedded,
WG-1705,WG,,,73,swatches/WG-1705.jpeg,133,212,embedded,
WG-1708,WG,,,76,swatches/WG-1708.jpeg,133,90,embedded,
WG-1709,WG,,,73,swatches/WG-1709.jpeg,133,90,embedded,
WG-1710,WG,,,73,swatches/WG-1710.jpeg,133,90,embedded,
WG-1711GN,WG,GN,,75,swatches/WG-1711GN.jpeg,279,212,embedded,
WG-1812,WG,,,74,swatches/WG-1812.jpeg,133,90,embedded,
WG-1814,WG,,,74,swatches/WG-1814.jpeg,133,90,embedded,
WG-1815,WG,,,74,swatches/WG-1815.jpeg,133,90,embedded,
WG-1835,WG,,,76,swatches/WG-1835.jpeg,133,90,embedded,
WG-1836,WG,,,76,swatches/WG-1836.jpeg,133,90,embedded,
WG-1837,WG,,,73,swatches/WG-1837.jpeg,133,90,embedded,
WG-1838,WG,,,73,swatches/WG-1838.jpeg,133,90,embedded,
WG-1840,WG,,,73,swatches/WG-1840.jpeg,133,90,embedded,
WG-1841,WG,,,76,swatches/WG-1841.jpeg,133,90,embedded,
WG-1845,WG,,,74,swatches/WG-1845.jpx,133,90,embedded,
WG-1846,WG,,,73,swatches/WG-1846.jpeg,133,90,embedded,
WG-1848,WG,,,76,swatches/WG-1848.jpeg,133,90,embedded,
WG-2019,WG,,,76,swatches/WG-2019.jpeg,133,90,embedded,
WG-2033,WG,,,76,swatches/WG-2033.jpeg,133,90,embedded,
WG-2041,WG,,,76,swatches/WG-2041.jpx,133,90,embedded,
WG-2042,WG,,,76,swatches/WG-2042.jpeg,133,90,embedded,
WG-2047,WG,,,76,swatches/WG-2047.jpeg,133,90,embedded,
WG-2049,WG,,,73,swatches/WG-2049.jpeg,133,90,embedded,
WG-2071,WG,,,74,swatches/WG-2071.jpeg,133,90,embedded,
WG-2073,WG,,,73,swatches/WG-2073.jpeg,133,212,embedded,
WG-2075,WG,,,76,swatches/WG-2075.jpeg,133,212,embedded,
WG-2076,WG,,,62,swatches/WG-2076.jpeg,169,102,embedded,
WG-2078,WG,,,61,swatches/WG-2078.jpeg,196,239,embedded,
WG-2082H,WG,H,Horizontal grain,76,swatches/WG-2082H.jpeg,133,90,embedded,
WG-2083H,WG,H,Horizontal grain,73,swatches/WG-2083H.jpeg,133,90,embedded,
WG-2084H,WG,H,Horizontal grain,76,swatches/WG-2084H.jpeg,133,212,embedded,
WG-2085,WG,,,73,swatches/WG-2085.jpeg,133,90,embedded,
WG-2115,WG,,,74,swatches/WG-2115.jpeg,133,212,embedded,
WG-2246,WG,,,74,swatches/WG-2246.jpeg,133,90,embedded,
WG-2430,WG,,,72,swatches/WG-2430.jpeg,169,102,embedded,
WG-2431,WG,,,72,swatches/WG-2431.jpeg,169,102,embedded,
WG-2432,WG,,,72,swatches/WG-2432.jpeg,169,102,embedded,
WG-2433,WG,,,72,swatches/WG-2433.jpeg,169,102,embedded,
WG-2434,WG,,,72,swatches/WG-2434.jpeg,169,102,embedded,
WG-2440,WG,,,72,swatches/WG-2440.jpeg,169,102,embedded,
WG-2441,WG,,,72,swatches/WG-2441.jpeg,169,102,embedded,
WG-2442,WG,,,72,swatches/WG-2442.jpeg,169,102,embedded,
WG-2443,WG,,,72,swatches/WG-2443.jpeg,169,102,embedded,
WG-2444,WG,,,72,swatches/WG-2444.jpeg,169,102,embedded,
WG-2450,WG,,,72,swatches/WG-2450.jpeg,169,102,embedded,
WG-2451,WG,,,72,swatches/WG-2451.jpeg,169,102,embedded,
WG-2452,WG,,,72,swatches/WG-2452.jpeg,169,102,embedded,
WG-2453,WG,,,72,swatches/WG-2453.jpeg,168,190,embedded,
WG-2454,WG,,,72,swatches/WG-2454.jpeg,169,102,embedded,
WG-2460,WG,,,72,swatches/WG-2460.jpeg,169,102,embedded,
WG-2461,WG,,,72,swatches/WG-2461.jpeg,169,102,embedded,
WG-2462,WG,,,72,swatches/WG-2462.jpeg,169,102,embedded,
WG-2463,WG,,,72,swatches/WG-2463.jpeg,168,190,embedded,
WG-2464,WG,,,72,swatches/WG-2464.jpeg,169,102,embedded,
WG-2707,WG,,,76,swatches/WG-2707.jpeg,133,90,embedded,
WG-2839,WG,,,74,swatches/WG-2839.jpeg,133,90,embedded,
WG-2862,WG,,,75,swatches/WG-2862.jpeg,133,90,embedded,
WG-2944,WG,,,74,swatches/WG-2944.jpeg,133,212,embedded,
WG-7022,WG,,,75,swatches/WG-7022.jpeg,133,90,embedded,
WG-7024,WG,,,75,swatches/WG-7024.jpeg,133,90,embedded,
WG-7024EX,WG,EX,Exterior,10,swatches/WG-7024EX.jpeg,90,62,embedded,
WH-111,WH,,,13,swatches/WH-111.png,96,54,embedded,
